Lexeme                     Token                         Position
int                        W_INT                         (116,6)
i                          EL_ID                         (116,7)
=                          OP_ASSIGN                     (116,8)
0                          EL_INTEGER                    (116,10)
;                          PUNCT_SEMICOL                 (116,11)
i                          EL_ID                         (116,12)
<                          NOTHING                       (116,14)
lexeme                     EL_ID                         (116,21)
.                          PUNCT_DOT                     (116,23)
length                     EL_ID                         (116,30)
(                          ORG_OPEN_PAREN                (116,32)
)                          ORG_CLOSE_PAREN               (116,34)
-                          OP_PLUS                       (116,36)
1                          EL_INTEGER                    (116,38)
;                          PUNCT_SEMICOL                 (116,40)
i                          EL_ID                         (116,42)
+                          OP_PLUS                       (116,44)
+                          OP_PLUS                       (116,46)
)                          ORG_CLOSE_PAREN               (116,48)
{                          ORG_OPEN_CURLY                (116,49)
input                      EL_ID                         (117,0)
=                          OP_ASSIGN                     (117,5)
lexeme                     EL_ID                         (117,12)
.                          PUNCT_DOT                     (117,14)
charAt                     EL_ID                         (117,21)
(                          ORG_OPEN_PAREN                (117,23)
i                          EL_ID                         (117,25)
)                          ORG_CLOSE_PAREN               (117,27)
;                          PUNCT_SEMICOL                 (117,28)
stateMaker                 EL_ID                         (118,10)
(                          ORG_OPEN_PAREN                (118,12)
input                      EL_ID                         (118,18)
,                          PUNCT_COMMA                   (118,20)
hasPath                    EL_ID                         (118,28)
,                          PUNCT_COMMA                   (118,30)
pathValue                  EL_ID                         (118,40)
)                          ORG_CLOSE_PAREN               (118,42)
;                          PUNCT_SEMICOL                 (118,43)
}                          ORG_CLOSE_CURLY               (119,0)
input                      EL_ID                         (120,0)
=                          OP_ASSIGN                     (120,5)
lexeme                     EL_ID                         (120,12)
.                          PUNCT_DOT                     (120,14)
charAt                     EL_ID                         (120,21)
(                          ORG_OPEN_PAREN                (120,23)
lexeme                     EL_ID                         (120,30)
.                          PUNCT_DOT                     (120,32)
length                     EL_ID                         (120,39)
(                          ORG_OPEN_PAREN                (120,41)
)                          ORG_CLOSE_PAREN               (120,43)
-                          OP_PLUS                       (120,45)
1                          EL_INTEGER                    (120,47)
)                          ORG_CLOSE_PAREN               (120,49)
;                          PUNCT_SEMICOL                 (120,50)
stateMaker                 EL_ID                         (121,10)
(                          ORG_OPEN_PAREN                (121,12)
input                      EL_ID                         (121,18)
,                          PUNCT_COMMA                   (121,20)
true                       EL_ID                         (121,25)
,                          PUNCT_COMMA                   (121,27)
tokenValue                 EL_ID                         (121,38)
)                          ORG_CLOSE_PAREN               (121,40)
;                          PUNCT_SEMICOL                 (121,41)
}                          ORG_CLOSE_CURLY               (122,0)
private                    EL_ID                         (123,0)
void                       EL_ID                         (123,7)
stateMaker                 EL_ID                         (123,21)
(                          ORG_OPEN_PAREN                (123,23)
char                       EL_ID                         (123,24)
input                      EL_ID                         (123,31)
,                          PUNCT_COMMA                   (123,33)
boolean                    EL_ID                         (123,34)
isFinal                    EL_ID                         (123,46)
,                          PUNCT_COMMA                   (123,48)
Token                      EL_ID                         (123,54)
.                          PUNCT_DOT                     (123,56)
TOKEN                      EL_ID                         (123,57)
value                      EL_ID                         (123,63)
)                          ORG_CLOSE_PAREN               (123,65)
{                          ORG_OPEN_CURLY                (123,66)
int                        W_INT                         (124,0)
newState                   EL_ID                         (124,11)
;                          PUNCT_SEMICOL                 (124,12)
int                        W_INT                         (125,0)
prevState                  EL_ID                         (125,12)
;                          PUNCT_SEMICOL                 (125,13)
if                         W_IF                          (126,2)
(                          ORG_OPEN_PAREN                (126,4)
dfa                        EL_ID                         (126,10)
.                          PUNCT_DOT                     (126,12)
testInputAtCurrent         EL_ID                         (126,31)
(                          ORG_OPEN_PAREN                (126,33)
input                      EL_ID                         (126,39)
)                          ORG_CLOSE_PAREN               (126,41)
)                          ORG_CLOSE_PAREN               (126,43)
{                          ORG_OPEN_CURLY                (126,44)
//                         ORG_COMMENT_LINE              (126,35)
if                         W_IF                          (126,37)
transition                 EL_ID                         (126,39)
input                      EL_ID                         (126,56)
does                       EL_ID                         (126,56)
not                        OP_NOT                        (126,60)
exsit                      EL_ID                         (126,63)
prevState                  EL_ID                         (128,0)
=                          OP_ASSIGN                     (128,9)
dfa                        EL_ID                         (128,13)
.                          PUNCT_DOT                     (128,15)
getCurrentID               EL_ID                         (128,28)
(                          ORG_OPEN_PAREN                (128,30)
)                          ORG_CLOSE_PAREN               (128,32)
;                          PUNCT_SEMICOL                 (128,33)
newState                   EL_ID                         (129,0)
=                          OP_ASSIGN                     (129,8)
dfa                        EL_ID                         (129,12)
.                          PUNCT_DOT                     (129,14)
addState                   EL_ID                         (129,23)
(                          ORG_OPEN_PAREN                (129,25)
isFinal                    EL_ID                         (129,33)
,                          PUNCT_COMMA                   (129,35)
value                      EL_ID                         (129,41)
)                          ORG_CLOSE_PAREN               (129,43)
;                          PUNCT_SEMICOL                 (129,44)
dfa                        EL_ID                         (130,3)
.                          PUNCT_DOT                     (130,5)
addTransition              EL_ID                         (130,19)
(                          ORG_OPEN_PAREN                (130,21)
prevState                  EL_ID                         (130,31)
,                          PUNCT_COMMA                   (130,33)
newState                   EL_ID                         (130,42)
,                          PUNCT_COMMA                   (130,44)
input                      EL_ID                         (130,50)
)                          ORG_CLOSE_PAREN               (130,52)
;                          PUNCT_SEMICOL                 (130,53)
dfa                        EL_ID                         (131,3)
.                          PUNCT_DOT                     (131,5)
input                      EL_ID                         (131,11)
(                          ORG_OPEN_PAREN                (131,13)
input                      EL_ID                         (131,19)
)                          ORG_CLOSE_PAREN               (131,21)
;                          PUNCT_SEMICOL                 (131,22)
if                         W_IF                          (133,2)
(                          ORG_OPEN_PAREN                (133,4)
debug                      EL_ID                         (133,10)
)                          ORG_CLOSE_PAREN               (133,12)
{                          ORG_OPEN_CURLY                (133,13)
System                     EL_ID                         (134,6)
.                          PUNCT_DOT                     (134,8)
out                        EL_ID                         (134,12)
.                          PUNCT_DOT                     (134,14)
println                    EL_ID                         (134,22)
(                          ORG_OPEN_PAREN                (134,24)
Made                       EL_ID                         (134,27)
new                        EL_ID                         (134,24)
state                      EL_ID                         (134,27)
with                       EL_ID                         (134,32)
token                      EL_ID                         (134,36)
value                      EL_ID                         (134,46)
+                          OP_PLUS                       (134,50)
value                      EL_ID                         (134,56)
+                          OP_PLUS                       (134,57)
with                       EL_ID                         (134,56)
+                          OP_PLUS                       (134,61)
transition                 EL_ID                         (135,2)
from                       EL_ID                         (135,11)
state                      EL_ID                         (135,15)
+                          OP_PLUS                       (135,23)
prevState                  EL_ID                         (135,24)
+                          OP_PLUS                       (135,31)
to                         EL_ID                         (135,33)
state                      EL_ID                         (135,35)
+                          OP_PLUS                       (135,42)
newState                   EL_ID                         (135,50)
+                          OP_PLUS                       (135,51)
for                        W_FOR                         (136,1)
input                      EL_ID                         (136,4)
+                          OP_PLUS                       (136,12)
input                      EL_ID                         (136,18)
+                          OP_PLUS                       (136,20)
n                          EL_ID                         (136,26)
)                          ORG_CLOSE_PAREN               (136,30)
;                          PUNCT_SEMICOL                 (136,31)
}                          ORG_CLOSE_CURLY               (137,0)
}                          ORG_CLOSE_CURLY               (138,0)
else                       W_ELSE                        (139,4)
{                          ORG_OPEN_CURLY                (139,5)
dfa                        EL_ID                         (141,3)
.                          PUNCT_DOT                     (141,5)
input                      EL_ID                         (141,11)
(                          ORG_OPEN_PAREN                (141,13)
input                      EL_ID                         (141,19)
)                          ORG_CLOSE_PAREN               (141,21)
;                          PUNCT_SEMICOL                 (141,22)
dfa                        EL_ID                         (142,3)
.                          PUNCT_DOT                     (142,5)
setToken                   EL_ID                         (142,14)
(                          ORG_OPEN_PAREN                (142,16)
dfa                        EL_ID                         (142,20)
.                          PUNCT_DOT                     (142,22)
getCurrentID               EL_ID                         (142,35)
(                          ORG_OPEN_PAREN                (142,37)
)                          ORG_CLOSE_PAREN               (142,39)
,                          PUNCT_COMMA                   (142,40)
value                      EL_ID                         (142,37)
)                          ORG_CLOSE_PAREN               (142,39)
;                          PUNCT_SEMICOL                 (142,40)
if                         W_IF                          (144,2)
(                          ORG_OPEN_PAREN                (144,4)
debug                      EL_ID                         (144,10)
)                          ORG_CLOSE_PAREN               (144,12)
{                          ORG_OPEN_CURLY                (144,13)
System                     EL_ID                         (145,6)
.                          PUNCT_DOT                     (145,8)
out                        EL_ID                         (145,12)
.                          PUNCT_DOT                     (145,14)
println                    EL_ID                         (145,22)
(                          ORG_OPEN_PAREN                (145,24)
Changing                   EL_ID                         (145,27)
token                      EL_ID                         (145,28)
value                      EL_ID                         (145,33)
of                         EL_ID                         (145,38)
+                          OP_PLUS                       (145,43)
dfa                        EL_ID                         (145,47)
.                          PUNCT_DOT                     (145,49)
getCurrentID               EL_ID                         (145,62)
(                          ORG_OPEN_PAREN                (145,64)
)                          ORG_CLOSE_PAREN               (145,65)
+                          OP_PLUS                       (146,1)
from                       EL_ID                         (146,2)
+                          OP_PLUS                       (146,9)
dfa                        EL_ID                         (146,13)
.                          PUNCT_DOT                     (146,15)
getToken                   EL_ID                         (146,24)
(                          ORG_OPEN_PAREN                (146,26)
)                          ORG_CLOSE_PAREN               (146,28)
+                          OP_PLUS                       (146,30)
to                         EL_ID                         (146,24)
+                          OP_PLUS                       (146,29)
value                      EL_ID                         (146,35)
+                          OP_PLUS                       (146,37)
n                          EL_ID                         (146,43)
)                          ORG_CLOSE_PAREN               (146,47)
;                          PUNCT_SEMICOL                 (146,48)
}                          ORG_CLOSE_CURLY               (147,0)
}                          ORG_CLOSE_CURLY               (148,0)
}                          ORG_CLOSE_CURLY               (149,0)
private                    EL_ID                         (153,0)
void                       EL_ID                         (153,7)
addTransforms              EL_ID                         (153,24)
(                          ORG_OPEN_PAREN                (153,26)
String                     EL_ID                         (153,27)
line                       EL_ID                         (153,35)
,                          PUNCT_COMMA                   (153,36)
int                        W_INT                         (153,36)
lineNum                    EL_ID                         (153,46)
)                          ORG_CLOSE_PAREN               (153,48)
{                          ORG_OPEN_CURLY                (153,49)
Scanner                    EL_ID                         (154,0)
scan                       EL_ID                         (154,7)
=                          OP_ASSIGN                     (154,11)
new                        EL_ID                         (154,12)
Scanner                    EL_ID                         (154,22)
(                          ORG_OPEN_PAREN                (154,24)
line                       EL_ID                         (154,29)
)                          ORG_CLOSE_PAREN               (154,31)
;                          PUNCT_SEMICOL                 (154,32)
char                       EL_ID                         (155,0)
min                        EL_ID                         (155,4)
=                          OP_ASSIGN                     (155,7)
x                          EL_ID                         (155,11)
,                          PUNCT_COMMA                   (155,14)
max                        EL_ID                         (155,12)
=                          OP_ASSIGN                     (155,15)
x                          EL_ID                         (155,19)
;                          PUNCT_SEMICOL                 (155,22)
String                     EL_ID                         (156,0)
res                        EL_ID                         (156,6)
=                          OP_ASSIGN                     (156,9)
null                       EL_ID                         (156,14)
;                          PUNCT_SEMICOL                 (156,15)
CharTransform              EL_ID                         (157,0)
t                          EL_ID                         (157,14)
;                          PUNCT_SEMICOL                 (157,15)
if                         W_IF                          (158,2)
(                          ORG_OPEN_PAREN                (158,4)
scan                       EL_ID                         (158,9)
.                          PUNCT_DOT                     (158,11)
hasNext                    EL_ID                         (158,19)
(                          ORG_OPEN_PAREN                (158,21)
)                          ORG_CLOSE_PAREN               (158,23)
)                          ORG_CLOSE_PAREN               (158,24)
min                        EL_ID                         (159,0)
=                          OP_ASSIGN                     (159,3)
scan                       EL_ID                         (159,8)
.                          PUNCT_DOT                     (159,10)
next                       EL_ID                         (159,15)
(                          ORG_OPEN_PAREN                (159,17)
)                          ORG_CLOSE_PAREN               (159,19)
.                          PUNCT_DOT                     (159,21)
charAt                     EL_ID                         (159,28)
(                          ORG_OPEN_PAREN                (159,30)
0                          EL_INTEGER                    (159,32)
)                          ORG_CLOSE_PAREN               (159,34)
;                          PUNCT_SEMICOL                 (159,35)
else                       W_ELSE                        (160,0)
System                     EL_ID                         (161,6)
.                          PUNCT_DOT                     (161,8)
err                        EL_ID                         (161,12)
.                          PUNCT_DOT                     (161,14)
println                    EL_ID                         (161,22)
(                          ORG_OPEN_PAREN                (161,24)
Cannot                     EL_ID                         (161,27)
make                       EL_ID                         (161,26)
transform                  EL_ID                         (161,30)
at                         EL_ID                         (161,39)
line                       EL_ID                         (161,41)
+                          OP_PLUS                       (161,48)
lineNum                    EL_ID                         (161,56)
+                          OP_PLUS                       (161,58)
+                          OP_PLUS                       (161,60)
line                       EL_ID                         (161,65)
+                          OP_PLUS                       (161,67)
(                          ORG_OPEN_PAREN                (161,70)
did                        EL_ID                         (161,66)
not                        OP_NOT                        (161,69)
read                       EL_ID                         (161,72)
first                      EL_ID                         (161,76)
char                       EL_ID                         (161,85)
)                          ORG_CLOSE_PAREN               (161,87)
)                          ORG_CLOSE_PAREN               (161,91)
;                          PUNCT_SEMICOL                 (161,92)
if                         W_IF                          (162,2)
(                          ORG_OPEN_PAREN                (162,4)
scan                       EL_ID                         (162,9)
.                          PUNCT_DOT                     (162,11)
hasNext                    EL_ID                         (162,19)
(                          ORG_OPEN_PAREN                (162,21)
)                          ORG_CLOSE_PAREN               (162,23)
)                          ORG_CLOSE_PAREN               (162,24)
max                        EL_ID                         (163,0)
=                          OP_ASSIGN                     (163,3)
scan                       EL_ID                         (163,8)
.                          PUNCT_DOT                     (163,10)
next                       EL_ID                         (163,15)
(                          ORG_OPEN_PAREN                (163,17)
)                          ORG_CLOSE_PAREN               (163,19)
.                          PUNCT_DOT                     (163,21)
charAt                     EL_ID                         (163,28)
(                          ORG_OPEN_PAREN                (163,30)
0                          EL_INTEGER                    (163,32)
)                          ORG_CLOSE_PAREN               (163,34)
;                          PUNCT_SEMICOL                 (163,35)
else                       W_ELSE                        (164,0)
System                     EL_ID                         (165,6)
.                          PUNCT_DOT                     (165,8)
err                        EL_ID                         (165,12)
.                          PUNCT_DOT                     (165,14)
println                    EL_ID                         (165,22)
(                          ORG_OPEN_PAREN                (165,24)
Cannot                     EL_ID                         (165,27)
make                       EL_ID                         (165,26)
transform                  EL_ID                         (165,30)
at                         EL_ID                         (165,39)
line                       EL_ID                         (165,41)
+                          OP_PLUS                       (165,48)
lineNum                    EL_ID                         (165,56)
+                          OP_PLUS                       (165,58)
+                          OP_PLUS                       (165,60)
line                       EL_ID                         (165,65)
+                          OP_PLUS                       (165,67)
(                          ORG_OPEN_PAREN                (165,70)
did                        EL_ID                         (165,66)
not                        OP_NOT                        (165,69)
read                       EL_ID                         (165,72)
first                      EL_ID                         (165,76)
char                       EL_ID                         (165,85)
)                          ORG_CLOSE_PAREN               (165,87)
)                          ORG_CLOSE_PAREN               (165,91)
;                          PUNCT_SEMICOL                 (165,92)
if                         W_IF                          (166,2)
(                          ORG_OPEN_PAREN                (166,4)
scan                       EL_ID                         (166,9)
.                          PUNCT_DOT                     (166,11)
hasNext                    EL_ID                         (166,19)
(                          ORG_OPEN_PAREN                (166,21)
)                          ORG_CLOSE_PAREN               (166,23)
)                          ORG_CLOSE_PAREN               (166,24)
res                        EL_ID                         (167,0)
=                          OP_ASSIGN                     (167,3)
scan                       EL_ID                         (167,8)
.                          PUNCT_DOT                     (167,10)
next                       EL_ID                         (167,15)
(                          ORG_OPEN_PAREN                (167,17)
)                          ORG_CLOSE_PAREN               (167,19)
;                          PUNCT_SEMICOL                 (167,20)
else                       W_ELSE                        (168,0)
System                     EL_ID                         (169,6)
.                          PUNCT_DOT                     (169,8)
err                        EL_ID                         (169,12)
.                          PUNCT_DOT                     (169,14)
println                    EL_ID                         (169,22)
(                          ORG_OPEN_PAREN                (169,24)
Cannot                     EL_ID                         (169,27)
make                       EL_ID                         (169,26)
transform                  EL_ID                         (169,30)
at                         EL_ID                         (169,39)
line                       EL_ID                         (169,41)
+                          OP_PLUS                       (169,48)
lineNum                    EL_ID                         (169,56)
+                          OP_PLUS                       (169,58)
+                          OP_PLUS                       (169,60)
line                       EL_ID                         (169,65)
+                          OP_PLUS                       (169,67)
(                          ORG_OPEN_PAREN                (169,71)
invalid                    EL_ID                         (169,72)
transform                  EL_ID                         (169,82)
)                          ORG_CLOSE_PAREN               (169,84)
)                          ORG_CLOSE_PAREN               (169,88)
;                          PUNCT_SEMICOL                 (169,89)
if                         W_IF                          (170,2)
(                          ORG_OPEN_PAREN                (170,4)
res                        EL_ID                         (170,8)
=                          OP_ASSIGN                     (170,12)
null                       EL_ID                         (170,13)
res                        EL_ID                         (170,17)
.                          PUNCT_DOT                     (170,19)
length                     EL_ID                         (170,26)
(                          ORG_OPEN_PAREN                (170,28)
)                          ORG_CLOSE_PAREN               (170,30)
>                          NOTHING                       (170,32)
1                          EL_INTEGER                    (170,34)
)                          ORG_CLOSE_PAREN               (170,35)
{                          ORG_OPEN_CURLY                (170,29)
t                          EL_ID                         (171,0)
=                          OP_ASSIGN                     (171,1)
new                        EL_ID                         (171,2)
CharTransform              EL_ID                         (171,18)
(                          ORG_OPEN_PAREN                (171,20)
min                        EL_ID                         (171,24)
,                          PUNCT_COMMA                   (171,25)
max                        EL_ID                         (171,26)
,                          PUNCT_COMMA                   (171,27)
res                        EL_ID                         (171,30)
.                          PUNCT_DOT                     (171,32)
charAt                     EL_ID                         (171,39)
(                          ORG_OPEN_PAREN                (171,41)
0                          EL_INTEGER                    (171,43)
)                          ORG_CLOSE_PAREN               (171,45)
,                          PUNCT_COMMA                   (171,46)
res                        EL_ID                         (171,44)
.                          PUNCT_DOT                     (171,46)
charAt                     EL_ID                         (171,53)
(                          ORG_OPEN_PAREN                (171,55)
1                          EL_INTEGER                    (171,57)
)                          ORG_CLOSE_PAREN               (171,59)
)                          ORG_CLOSE_PAREN               (171,61)
;                          PUNCT_SEMICOL                 (171,62)
analyzer                   EL_ID                         (172,8)
.                          PUNCT_DOT                     (172,10)
transforms                 EL_ID                         (172,21)
.                          PUNCT_DOT                     (172,23)
add                        EL_ID                         (172,27)
(                          ORG_OPEN_PAREN                (172,29)
t                          EL_ID                         (172,31)
)                          ORG_CLOSE_PAREN               (172,33)
;                          PUNCT_SEMICOL                 (172,34)
if                         W_IF                          (173,2)
(                          ORG_OPEN_PAREN                (173,4)
debug                      EL_ID                         (173,10)
)                          ORG_CLOSE_PAREN               (173,11)
System                     EL_ID                         (174,6)
.                          PUNCT_DOT                     (174,8)
out                        EL_ID                         (174,12)
.                          PUNCT_DOT                     (174,14)
println                    EL_ID                         (174,22)
(                          ORG_OPEN_PAREN                (174,24)
Transform                  EL_ID                         (174,27)
added                      EL_ID                         (174,34)
from                       EL_ID                         (174,35)
+                          OP_PLUS                       (174,42)
min                        EL_ID                         (174,46)
+                          OP_PLUS                       (174,48)
-                          OP_PLUS                       (174,46)
+                          OP_PLUS                       (174,50)
max                        EL_ID                         (174,54)
+                          OP_PLUS                       (174,56)
to                         EL_ID                         (174,54)
+                          OP_PLUS                       (174,59)
res                        EL_ID                         (174,63)
)                          ORG_CLOSE_PAREN               (174,65)
;                          PUNCT_SEMICOL                 (174,66)
}                          ORG_CLOSE_CURLY               (175,0)
else                       W_ELSE                        (176,0)
System                     EL_ID                         (177,6)
.                          PUNCT_DOT                     (177,8)
err                        EL_ID                         (177,12)
.                          PUNCT_DOT                     (177,14)
println                    EL_ID                         (177,22)
(                          ORG_OPEN_PAREN                (177,24)
Invalid                    EL_ID                         (177,27)
line                       EL_ID                         (177,27)
at                         EL_ID                         (177,31)
line                       EL_ID                         (177,33)
+                          OP_PLUS                       (177,40)
lineNum                    EL_ID                         (177,48)
+                          OP_PLUS                       (177,50)
+                          OP_PLUS                       (177,52)
line                       EL_ID                         (177,57)
)                          ORG_CLOSE_PAREN               (177,59)
;                          PUNCT_SEMICOL                 (177,60)
}                          ORG_CLOSE_CURLY               (180,0)
int                        W_INT                         (182,0)
buildState                 EL_ID                         (182,3)
=                          OP_ASSIGN                     (182,13)
-                          OP_PLUS                       (182,15)
1                          EL_INTEGER                    (182,17)
;                          PUNCT_SEMICOL                 (182,18)
private                    EL_ID                         (183,0)
void                       EL_ID                         (183,7)
addLinks                   EL_ID                         (183,19)
(                          ORG_OPEN_PAREN                (183,21)
String                     EL_ID                         (183,22)
line                       EL_ID                         (183,30)
,                          PUNCT_COMMA                   (183,31)
int                        W_INT                         (183,31)
lineNum                    EL_ID                         (183,41)
)                          ORG_CLOSE_PAREN               (183,43)
{                          ORG_OPEN_CURLY                (183,44)
Scanner                    EL_ID                         (184,0)
scan                       EL_ID                         (184,7)
=                          OP_ASSIGN                     (184,11)
new                        EL_ID                         (184,12)
Scanner                    EL_ID                         (184,22)
(                          ORG_OPEN_PAREN                (184,24)
line                       EL_ID                         (184,29)
)                          ORG_CLOSE_PAREN               (184,31)
;                          PUNCT_SEMICOL                 (184,32)
String                     EL_ID                         (185,0)
next                       EL_ID                         (185,6)
=                          OP_ASSIGN                     (185,10)
scan                       EL_ID                         (185,15)
.                          PUNCT_DOT                     (185,17)
next                       EL_ID                         (185,22)
(                          ORG_OPEN_PAREN                (185,24)
)                          ORG_CLOSE_PAREN               (185,26)
;                          PUNCT_SEMICOL                 (185,27)
if                         W_IF                          (186,2)
(                          ORG_OPEN_PAREN                (186,4)
scan                       EL_ID                         (186,11)
.                          PUNCT_DOT                     (186,13)
hasNext                    EL_ID                         (186,21)
(                          ORG_OPEN_PAREN                (186,23)
)                          ORG_CLOSE_PAREN               (186,25)
)                          ORG_CLOSE_PAREN               (186,27)
{                          ORG_OPEN_CURLY                (186,28)
if                         W_IF                          (187,2)
(                          ORG_OPEN_PAREN                (187,4)
debug                      EL_ID                         (187,10)
)                          ORG_CLOSE_PAREN               (187,11)
System                     EL_ID                         (188,6)
.                          PUNCT_DOT                     (188,8)
err                        EL_ID                         (188,12)
.                          PUNCT_DOT                     (188,14)
println                    EL_ID                         (188,22)
(                          ORG_OPEN_PAREN                (188,24)
Invalid                    EL_ID                         (188,27)
link                       EL_ID                         (188,27)
statement                  EL_ID                         (188,31)
at                         EL_ID                         (188,40)
line                       EL_ID                         (188,42)
+                          OP_PLUS                       (188,49)
lineNum                    EL_ID                         (188,57)
+                          OP_PLUS                       (188,59)
+                          OP_PLUS                       (188,61)
line                       EL_ID                         (188,66)
)                          ORG_CLOSE_PAREN               (188,68)
;                          PUNCT_SEMICOL                 (188,69)
return                     W_RETURN                      (189,6)
;                          PUNCT_SEMICOL                 (189,7)
}                          ORG_CLOSE_CURLY               (190,0)
if                         W_IF                          (192,2)
(                          ORG_OPEN_PAREN                (192,4)
next                       EL_ID                         (192,9)
.                          PUNCT_DOT                     (192,11)
charAt                     EL_ID                         (192,18)
(                          ORG_OPEN_PAREN                (192,20)
0                          EL_INTEGER                    (192,22)
)                          ORG_CLOSE_PAREN               (192,23)
==                         OP_EQUAL                      (192,19)
)                          ORG_CLOSE_PAREN               (192,27)
{                          ORG_OPEN_CURLY                (192,28)
if                         W_IF                          (193,2)
(                          ORG_OPEN_PAREN                (193,4)
next                       EL_ID                         (193,9)
.                          PUNCT_DOT                     (193,11)
equals                     EL_ID                         (193,18)
(                          ORG_OPEN_PAREN                (193,20)
new                        EL_ID                         (193,28)
)                          ORG_CLOSE_PAREN               (193,32)
)                          ORG_CLOSE_PAREN               (193,33)
buildNewState              EL_ID                         (194,13)
(                          ORG_OPEN_PAREN                (194,15)
scan                       EL_ID                         (194,20)
.                          PUNCT_DOT                     (194,22)
next                       EL_ID                         (194,27)
(                          ORG_OPEN_PAREN                (194,29)
)                          ORG_CLOSE_PAREN               (194,31)
,                          PUNCT_COMMA                   (194,33)
lineNum                    EL_ID                         (194,41)
)                          ORG_CLOSE_PAREN               (194,43)
;                          PUNCT_SEMICOL                 (194,44)
else                       W_ELSE                        (195,0)
if                         W_IF                          (195,6)
(                          ORG_OPEN_PAREN                (195,8)
next                       EL_ID                         (195,13)
.                          PUNCT_DOT                     (195,15)
equals                     EL_ID                         (195,22)
(                          ORG_OPEN_PAREN                (195,24)
path                       EL_ID                         (195,33)
)                          ORG_CLOSE_PAREN               (195,37)
)                          ORG_CLOSE_PAREN               (195,38)
linkPath                   EL_ID                         (196,8)
(                          ORG_OPEN_PAREN                (196,10)
line                       EL_ID                         (196,15)
.                          PUNCT_DOT                     (196,17)
substring                  EL_ID                         (196,27)
(                          ORG_OPEN_PAREN                (196,29)
path                       EL_ID                         (196,38)
.                          PUNCT_DOT                     (196,42)
length                     EL_ID                         (196,49)
(                          ORG_OPEN_PAREN                (196,51)
)                          ORG_CLOSE_PAREN               (196,53)
)                          ORG_CLOSE_PAREN               (196,55)
,                          PUNCT_COMMA                   (196,57)
lineNum                    EL_ID                         (196,65)
)                          ORG_CLOSE_PAREN               (196,67)
;                          PUNCT_SEMICOL                 (196,68)
else                       W_ELSE                        (197,0)
if                         W_IF                          (197,6)
(                          ORG_OPEN_PAREN                (197,8)
next                       EL_ID                         (197,13)
.                          PUNCT_DOT                     (197,15)
equals                     EL_ID                         (197,22)
(                          ORG_OPEN_PAREN                (197,24)
start                      EL_ID                         (197,34)
)                          ORG_CLOSE_PAREN               (197,38)
)                          ORG_CLOSE_PAREN               (197,39)
linkStart                  EL_ID                         (198,9)
(                          ORG_OPEN_PAREN                (198,11)
line                       EL_ID                         (198,16)
.                          PUNCT_DOT                     (198,18)
substring                  EL_ID                         (198,28)
(                          ORG_OPEN_PAREN                (198,30)
start                      EL_ID                         (198,40)
.                          PUNCT_DOT                     (198,44)
length                     EL_ID                         (198,51)
(                          ORG_OPEN_PAREN                (198,53)
)                          ORG_CLOSE_PAREN               (198,55)
)                          ORG_CLOSE_PAREN               (198,57)
,                          PUNCT_COMMA                   (198,59)
lineNum                    EL_ID                         (198,67)
)                          ORG_CLOSE_PAREN               (198,69)
;                          PUNCT_SEMICOL                 (198,70)
else                       W_ELSE                        (199,0)
if                         W_IF                          (199,6)
(                          ORG_OPEN_PAREN                (199,8)
next                       EL_ID                         (199,13)
.                          PUNCT_DOT                     (199,15)
equals                     EL_ID                         (199,22)
(                          ORG_OPEN_PAREN                (199,24)
self                       EL_ID                         (199,33)
)                          ORG_CLOSE_PAREN               (199,37)
)                          ORG_CLOSE_PAREN               (199,38)
linkSelf                   EL_ID                         (200,8)
(                          ORG_OPEN_PAREN                (200,10)
line                       EL_ID                         (200,15)
.                          PUNCT_DOT                     (200,17)
substring                  EL_ID                         (200,27)
(                          ORG_OPEN_PAREN                (200,29)
self                       EL_ID                         (200,38)
.                          PUNCT_DOT                     (200,42)
length                     EL_ID                         (200,49)
(                          ORG_OPEN_PAREN                (200,51)
)                          ORG_CLOSE_PAREN               (200,53)
)                          ORG_CLOSE_PAREN               (200,55)
,                          PUNCT_COMMA                   (200,57)
lineNum                    EL_ID                         (200,65)
)                          ORG_CLOSE_PAREN               (200,67)
;                          PUNCT_SEMICOL                 (200,68)
}                          ORG_CLOSE_CURLY               (201,0)
else                       W_ELSE                        (202,0)
linkTail                   EL_ID                         (203,8)
(                          ORG_OPEN_PAREN                (203,10)
line                       EL_ID                         (203,15)
,                          PUNCT_COMMA                   (203,17)
lineNum                    EL_ID                         (203,25)
)                          ORG_CLOSE_PAREN               (203,27)
;                          PUNCT_SEMICOL                 (203,28)
}                          ORG_CLOSE_CURLY               (204,0)
void                       EL_ID                         (206,0)
buildNewState              EL_ID                         (206,17)
(                          ORG_OPEN_PAREN                (206,19)
String                     EL_ID                         (206,20)
token                      EL_ID                         (206,29)
,                          PUNCT_COMMA                   (206,31)
int                        W_INT                         (206,32)
lineNum                    EL_ID                         (206,40)
)                          ORG_CLOSE_PAREN               (206,42)
{                          ORG_OPEN_CURLY                (206,43)
if                         W_IF                          (207,2)
(                          ORG_OPEN_PAREN                (207,4)
debug                      EL_ID                         (207,10)
)                          ORG_CLOSE_PAREN               (207,11)
System                     EL_ID                         (208,6)
.                          PUNCT_DOT                     (208,8)
out                        EL_ID                         (208,12)
.                          PUNCT_DOT                     (208,14)
println                    EL_ID                         (208,22)
